Grapheme	GraphFrequency	WordFrequency	Difference
!	52	52	0
(	106	106	0
)	106	106	0
:	2223	2223	0
;	1011	1011	0
[	2144	2144	0
]	2144	2144	0
«	365	365	0
·	4048	4048	0
»	364	364	0
—	2	2	0
“	10	10	0
”	10	10	0
-	9	4	5
8	6	1	5
Ή	85	48	37
Ω	51	14	37
.	6218	6169	49
4	54	3	51
,	21407	21342	65
Η	231	90	141
Ο	586	373	213
Α	1466	4	1462
ω	9181	15	9166
ή	9724	257	9467
η	18060	1099	16961
σ	33507	3	33504
ο	64275	3047	61228
