Grapheme	GraphFrequency	WordFrequency	Difference
!	268	268	0
(	25	25	0
)	25	25	0
,	13113	13113	0
:	2269	2269	0
;	127	127	0
?	827	827	0
—	637	637	0
‘	208	208	0
’	185	185	0
“	669	669	0
”	670	670	0
…	1	1	0
8	18	12	6
7	103	94	9
9	12	2	10
6	31	15	16
3	20	1	19
5	65	34	31
4	49	3	46
.	10505	10446	59
Y	63	1	62
2	105	1	104
1	159	1	158
-	1365	6	1359
y	15149	103	15046
