Grapheme	GraphFrequency	WordFrequency	Difference
!	490	490	0
(	51	51	0
)	51	51	0
.	8196	8196	0
:	1	1	0
;	3	3	0
?	1033	1033	0
[	17	17	0
]	17	17	0
‘	373	373	0
’	366	366	0
“	1976	1976	0
”	1886	1886	0
,	20888	20884	4
-	86	4	82
ā	820	3	817
T	876	1	875
I	903	19	884
A	4287	322	3965
e	19722	1	19721
i	56569	2	56567
a	187896	5206	182690
