Grapheme	GraphFrequency	WordFrequency	Difference
(	14	14	0
)	14	14	0
.	10769	10769	0
:	1	1	0
;	2	2	0
[	6	6	0
]	6	6	0
—	3	3	0
‘	359	359	0
’	360	360	0
“	2038	2038	0
”	1811	1811	0
8	17	7	10
9	12	2	10
7	104	90	14
U	15	1	14
6	31	11	20
,	11811	11757	54
O	371	201	170
Ô	309	1	308
E	831	12	819
-	1005	105	900
J	2252	2	2250
A	5873	2	5871
i	20405	39	20366
u	22308	5	22303
o	27491	2	27489
s	32802	2	32800
e	40389	1329	39060
t	40605	1	40604
m	45246	42	45204
ŋ	69279	53	69226
ê	75029	27	75002
a	126170	1	126169
