Grapheme	GraphFrequency	WordFrequency	Difference
!	8640	8640	0
(	1545	1545	0
)	1545	1545	0
,	51666	51666	0
.	39526	39526	0
/	122	122	0
:	9124	9124	0
;	376	376	0
?	3051	3051	0
«	5041	5041	0
»	5041	5041	0
—	9686	9686	0
Я	1299	18	1281
Ә	2638	1	2637
я	7401	18	7383
О	10512	114	10398
ә	25569	10	25559
у	39821	1	39820
о	75845	95	75750
