Grapheme	GraphFrequency	WordFrequency	Difference
!	543	543	0
%	2	2	0
(	553	553	0
)	552	552	0
:	1817	1817	0
;	1	1	0
=	19	19	0
?	1103	1103	0
‘	735	735	0
’	727	727	0
“	3528	3528	0
”	2916	2916	0
.	18531	18530	1
8	37	14	23
9	36	7	29
6	58	25	33
7	199	164	35
3	68	12	56
5	116	59	57
,	12855	12787	68
Z	93	3	90
4	160	68	92
2	165	5	160
1	273	3	270
-	630	4	626
A	4939	3	4936
i	123763	2	123761
a	272759	1	272758
