Grapheme	GraphFrequency	WordFrequency	Difference
(	88	88	0
)	88	88	0
*	213	213	0
;	3	3	0
?	2057	2057	0
^	727	727	0
—	11	11	0
‘	1	1	0
’	25	25	0
†	1	1	0
!	10681	10680	1
.	14373	14372	1
:	4660	4659	1
“	4801	4800	1
”	4792	4791	1
,	48998	48996	2
'	3311	3267	44
U	505	43	462
E	1371	482	889
I	1632	306	1326
A	3163	7	3156
u	93225	360	92865
o	114167	375	113792
a	170100	489	169611
i	177720	3950	173770
e	239106	9991	229115
