Grapheme	GraphFrequency	WordFrequency	Difference
!	298	298	0
(	128	128	0
)	128	128	0
*	124	124	0
.	15948	15948	0
;	10	10	0
?	936	936	0
[	38	38	0
]	39	39	0
‘	796	796	0
’	797	797	0
“	2064	2064	0
”	2063	2063	0
:	43	42	1
7	8	2	6
8	9	2	7
9	11	2	9
,	30203	30180	23
2	26	1	25
O	250	191	59
E	923	65	858
I	2943	2	2941
A	3353	32	3321
o	47155	7	47148
e	93833	883	92950
i	103771	2576	101195
a	187851	419	187432
