Grapheme	GraphFrequency	WordFrequency	Difference
!	583	583	0
%	2	2	0
(	705	705	0
)	704	704	0
:	1797	1797	0
;	3	3	0
?	1091	1091	0
‘	695	695	0
’	689	689	0
“	3627	3627	0
”	2797	2797	0
,	12624	12623	1
8	35	14	21
9	36	7	29
6	58	25	33
.	19079	19045	34
7	198	163	35
3	69	11	58
5	128	65	63
4	157	68	89
Z	103	3	100
2	163	5	158
O	595	407	188
1	274	3	271
-	714	27	687
I	1549	56	1493
A	5813	3	5810
o	29126	484	28642
i	139670	667	139003
