Grapheme	GraphFrequency	WordFrequency	Difference
!	6937	6937	0
(	261	261	0
)	261	261	0
.	18719	18719	0
:	6	6	0
;	2	2	0
?	920	920	0
Z	3	3	0
‘	1652	1652	0
’	1649	1649	0
“	4688	4688	0
”	4682	4682	0
O	123	117	6
-	12	2	10
8	13	3	10
9	11	1	10
7	14	2	12
6	21	5	16
5	26	6	20
3	25	4	21
4	37	4	33
2	49	4	45
,	3833	3784	49
1	74	2	72
E	538	1	537
A	4285	3	4282
K	4879	5	4874
y	101842	1	101841
