Grapheme	GraphFrequency	WordFrequency	Difference
!	2168	2168	0
(	194	194	0
)	194	194	0
.	42504	42504	0
:	1246	1246	0
;	6706	6706	0
?	2989	2989	0
[	4	4	0
]	6	6	0
“	6885	6885	0
”	5948	5948	0
‘	1071	1070	1
,	30887	30875	12
2	46	2	44
’	1118	1074	44
U	456	33	423
E	2176	1	2175
-	3163	129	3034
I	4412	286	4126
A	13013	4063	8950
ṭ	16310	5	16305
e	124828	19	124809
u	195775	128	195647
i	370947	2509	368438
a	597349	70805	526544
