Grapheme	GraphFrequency	WordFrequency	Difference
!	15	15	0
(	11	11	0
)	11	11	0
,	15777	15777	0
.	19374	19374	0
:	2194	2194	0
;	31	31	0
?	976	976	0
¡	15	15	0
¿	976	976	0
Ɨ	17	17	0
―	1918	1918	0
’	808	808	0
“	551	551	0
”	523	523	0
U	30	11	19
I	496	3	493
á	5855	3	5852
o	6224	13	6211
A	10938	25	10913
ɨ	106158	21361	84797
i	107729	1436	106293
u	119714	1122	118592
a	345034	383	344651
