Grapheme	GraphFrequency	WordFrequency	Difference
!	507	507	0
(	92	92	0
)	92	92	0
.	8567	8567	0
:	571	571	0
;	755	755	0
?	1002	1002	0
[	16	16	0
–	16	16	0
—	411	411	0
…	1	1	0
”	446	443	3
“	447	440	7
‘	2515	2506	9
,	11969	11950	19
-	222	2	220
O	271	5	266
’	2914	2129	785
I	3124	2254	870
A	1608	99	1509
a	52359	2050	50309
