Grapheme	GraphFrequency	WordFrequency	Difference
!	167	167	0
%	6	6	0
.	27702	27702	0
:	95	95	0
;	119	119	0
?	1045	1045	0
‘	442	442	0
’	446	446	0
“	3207	3207	0
”	3046	3046	0
,	27411	27405	6
9	15	3	12
8	19	1	18
6	37	9	28
3	68	22	46
5	78	3	75
4	128	1	127
7	162	27	135
2	207	14	193
1	295	9	286
-	21244	2	21242
a	280459	4	280455
