Grapheme	GraphFrequency	WordFrequency	Difference
*	420	420	0
[	2578	2578	0
]	2578	2578	0
׃	23216	23216	0
ף	3749	1180	2569
ס	9671	1980	7691
ן	15590	9	15581
פ	15794	1	15793
ק	17651	2	17649
־	42593	248	42345
