Grapheme	GraphFrequency	WordFrequency	Difference
!	420	420	0
.	21494	21494	0
:	2189	2189	0
;	583	583	0
?	736	736	0
[	36	36	0
]	36	36	0
¡	420	420	0
«	393	393	0
»	393	393	0
¿	736	736	0
—	3603	3603	0
‘	1	1	0
’	1	1	0
“	60	60	0
”	60	60	0
9	12	2	10
5	24	2	22
3	30	6	24
4	52	3	49
1	67	1	66
,	10857	10790	67
U	5196	54	5142
u	66496	16490	50006
e	58426	17	58409
i	78767	13	78754
a	134992	6	134986
