Grapheme	GraphFrequency	WordFrequency	Difference
!	315	315	0
(	78	78	0
)	78	78	0
,	13028	13028	0
.	6070	6070	0
:	2	2	0
;	1691	1691	0
?	989	989	0
¿	807	807	0
—	2242	2242	0
…	7	7	0
O	876	1	875
E	1596	11	1585
I	3777	1	3776
e	54591	2	54589
i	57229	2	57227
a	121669	2	121667
