Grapheme	GraphFrequency	WordFrequency	Difference
!	180	180	0
(	64	64	0
)	64	64	0
,	14770	14770	0
:	7	7	0
?	962	962	0
။	12870	12870	0
‘	408	408	0
’	407	407	0
“	2293	2293	0
”	1969	1969	0
꤮	4825	4825	0
ထ	42	1	41
ဆ	317	16	301
ဖ	539	19	520
ဘ	895	70	825
စ	1272	1	1271
ဒ	1461	1	1460
န	11375	9452	1923
