Grapheme	GraphFrequency	WordFrequency	Difference
!	853	853	0
(	148	148	0
)	148	148	0
:	4236	4236	0
?	1686	1686	0
[	11	11	0
]	13	13	0
—	1	1	0
‘	404	404	0
’	397	397	0
“	3162	3162	0
”	2658	2658	0
.	32093	32092	1
,	27199	27187	12
8	18	1	17
O	687	513	174
E	485	48	437
I	3395	2	3393
A	6292	60	6232
u	81689	334	81355
o	138777	25	138752
i	204312	3426	200886
a	266924	268	266656
