Grapheme	GraphFrequency	WordFrequency	Difference
!	104	104	0
(	21	21	0
)	20	20	0
*	122	122	0
:	272	272	0
?	803	803	0
[	13	13	0
]	13	13	0
§	11	11	0
‘	442	442	0
’	410	410	0
“	2329	2329	0
”	1948	1948	0
†	55	55	0
‡	25	25	0
.	12010	12009	1
1	31	1	30
,	17712	17651	61
O	549	165	384
E	535	10	525
I	1184	387	797
A	2635	51	2584
i	87857	23975	63882
a	136024	13547	122477
o	135054	11550	123504
e	129826	2438	127388
