Grapheme	GraphFrequency	WordFrequency	Difference
-	246	246	0
?	12319	12319	0
၊	53045	53045	0
။	44221	44221	0
၌	13268	13268	0
၍	19917	19917	0
ဪ	2	1	1
၎	4495	4493	2
၏	34040	34038	2
ဩ	606	4	602
ဥ	1732	1	1731
ဤ	2191	26	2165
ဣ	3123	1	3122
ယ	6235	7	6228
ဘ	7083	1	7082
န	12023	1	12022
ဝ	12635	4	12631
ထ	13952	172	13780
စ	16258	44	16214
က	19430	48	19382
လ	26701	20	26681
တ	27071	17	27054
မ	40015	13	40002
ရ	53439	53	53386
အ	77146	34	77112
သ	90154	1	90153
