Grapheme	GraphFrequency	WordFrequency	Difference
!	816	816	0
(	13	13	0
)	13	13	0
:	259	259	0
;	359	359	0
?	733	733	0
—	5	5	0
‘	344	344	0
“	1968	1968	0
’	349	348	1
”	1953	1952	1
.	11142	11140	2
,	13711	13706	5
O	228	23	205
U	482	2	480
A	2226	3	2223
p	25465	1	25464
e	29894	123	29771
o	59271	427	58844
a	254748	13314	241434
