Grapheme	GraphFrequency	WordFrequency	Difference
!	15	15	0
(	11	11	0
)	11	11	0
,	15683	15683	0
:	2168	2168	0
;	31	31	0
?	967	967	0
¡	15	15	0
¿	967	967	0
Ɨ	17	17	0
—	1842	1842	0
’	803	803	0
“	547	547	0
”	519	519	0
.	19211	19209	2
―	40	38	2
U	30	11	19
I	491	3	488
á	5809	3	5806
o	6203	13	6190
A	10827	24	10803
ɨ	105404	21225	84179
i	107058	1415	105643
u	118888	1125	117763
a	342595	377	342218
