Grapheme	GraphFrequency	WordFrequency	Difference
!	701	701	0
,	11136	11136	0
.	8685	8685	0
:	2250	2250	0
;	90	90	0
?	1000	1000	0
«	1714	1714	0
»	1715	1715	0
—	2	2	0
‘	47	47	0
“	263	263	0
”	263	263	0
›	1	1	0
O	70	49	21
-	163	25	138
I	261	88	173
U	369	45	324
E	466	112	354
’	1374	48	1326
A	2461	206	2255
o	22890	154	22736
u	29279	2034	27245
a	43976	100	43876
i	54460	4405	50055
e	63311	8787	54524
t	59900	2	59898
