Grapheme	GraphFrequency	WordFrequency	Difference
!	3	3	0
(	61	61	0
)	61	61	0
,	19832	19832	0
.	14620	14620	0
:	20	20	0
?	683	683	0
[	1	1	0
]	1	1	0
Ê	4	4	0
Ó	215	215	0
’	374	374	0
“	2366	2366	0
”	2358	2358	0
‘	374	373	1
A	820	3	817
O	1610	1	1609
i	23266	2	23264
o	31144	63	31081
a	58362	227	58135
u	59961	15	59946
e	109269	541	108728
