Grapheme	GraphFrequency	WordFrequency	Difference
!	1218	1218	0
(	256	256	0
)	256	256	0
,	71792	71792	0
;	9841	9841	0
?	3240	3240	0
.	32316	32315	1
:	4629	4627	2
V	39	1	38
A	5088	318	4770
I	68891	3	68888
n	91870	1	91869
'	203158	837	202321
a	390284	8211	382073
