Grapheme	GraphFrequency	WordFrequency	Difference
!	159	159	0
(	33	33	0
)	33	33	0
,	16202	16202	0
.	6850	6850	0
:	2334	2334	0
;	3677	3677	0
?	1004	1004	0
—	42	42	0
‘	387	387	0
’	379	379	0
“	2087	2087	0
”	1795	1795	0
-	6	5	1
7	8	2	6
8	18	12	6
9	16	7	9
5	19	8	11
3	19	1	18
O	326	292	34
4	48	4	44
2	96	2	94
1	120	4	116
E	671	432	239
A	1245	743	502
o	90774	6183	84591
e	105198	5975	99223
a	125433	11161	114272
