Grapheme	GraphFrequency	WordFrequency	Difference
!	1328	1328	0
.	11229	11229	0
:	1870	1870	0
;	42	42	0
?	992	992	0
,	14572	14557	15
o	20210	5	20205
u	54257	1611	52646
a	85704	20	85684
i	144209	106	144103
