Grapheme	GraphFrequency	WordFrequency	Difference
!	3	3	0
(	2	2	0
)	2	2	0
.	16609	16609	0
:	1	1	0
?	932	932	0
[	37	37	0
]	37	37	0
‘	534	534	0
’	535	535	0
“	2360	2360	0
”	2261	2261	0
8	17	10	7
7	110	101	9
9	16	7	9
6	32	20	12
3	53	32	21
,	3691	3669	22
5	39	12	27
4	63	14	49
2	131	19	112
1	182	7	175
I	293	36	257
E	395	19	376
Ë	1011	2	1009
O	1370	82	1288
o	28320	11	28309
u	30352	2	30350
i	48282	502	47780
e	51698	102	51596
ë	86466	903	85563
a	129799	5	129794
